monomer_ID,smiles,density,self-diffusion,Cp,bulk_modulus,linear_expansion,refractive_index,thermal_conductivity
PI363,*C(C*)OC(=O)CC(c1ccccc1)(C)C,0,0,0,0,0,0,0
PI364,*C(C*)OC(=O)C(CCC)(C)C,0,0,0,0,0,0,0
PI365,*C(C*)OC(=O)C(C(CC)(C)C)(C)C,0,0,0,0,0,0,0
PI366,*C(C*)OC(=O)C(C(C(C)C)C)(C)C,0,0,0,0,0,0,0
PI367,*C(C*)OC(=O)C(CC(C)(C)C)(C)C,0,0,0,0,0,0,0
PI368,*C(C*)OC(=O)c1cnccc1,0,0,0,0,0,0,0
PI369,*C(C*)OC(=O)c1cc(ccc1)[N+](=O)[O-],0,0,0,0,0,0,0
PI370,*C(C*)OC(=O)CCCCCCC,0,0,0,0,0,0,0
PI372,*C(C*)OC(=O)CCl,0,0,0,0,0,0,0
PI373,*C(C*)C1=CC=CS1,0,0,0,0,0,0,0
PI374,*C(C*)OCCCl,0,0,0,0,0,0,0
PI375,*C(C*)OCCOC,0,0,0,0,0,0,0
PI376,*C(C*)OCC(F)(F)F,0,0,0,0,0,0,0
PI377,*C(C*)(CC(=O)OCCCCCCC)C(=O)OCCCCCCC,0,0,0,0,0,0,0
PI378,*C(C*)OC(=O)C1CCCC1,0,0,0,0,0,0,0
PI379,*C(C*)OC(=O)C1(CCCCC1)C,0,0,0,0,0,0,0
PI380,*C(C*)P(=O)(c1ccccc1)c1ccccc1,0,0,0,0,0,0,0
PI381,*C(C*)P(=O)(OCC)N(C)C,0,0,0,0,0,0,0
PI382,*C(C*)P(=O)(N(C)C)Oc1ccccc1,0,0,0,0,0,0,0
PI383,*C(C*)c1nc(nc(n1)C)C,0,0,0,0,0,0,0
PI384,*C(C*)OC(=O)CCCCCCCCC,0,0,0,0,0,0,0
PI385,*C(C*)OC(=O)CCCCC,0,0,0,0,0,0,0
PI386,*C1c2c(CC1*)cccc2,0,0,0,0,0,0,0
PI387,*C1C(=O)OC(=O)C1C(C*)OC,0,0,0,0,0,0,0
PI388,*C(C(C(C*)OC)C(=O)O)C(=O)O,0,0,0,0,0,0,0
PI389,*C(=CCCC*)c1ccc(cc1)OC,0,0,0,0,0,0,0
PI390,*C(=CCCC*)c1ccccc1,0,0,0,0,0,0,0
PI391,*C(=CCCC*)c1ccc(cc1)Cl,0,0,0,0,0,0,0
PI392,*C(C*)CNc1ccc(cc1)[N+](=O)[O-],0,0,0,0,0,0,0
PI393,*C(C*)CNc1ncc(cc1)[N+](=O)[O-],0,0,0,0,0,0,0
PI394,*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])C,0,0,0,0,0,0,0
PI395,*C(C*)CNc1cc(c(cc1)[N+](=O)[O-])C(F)(F)F,0,0,0,0,0,0,0
PI396,*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])[N+](=O)[O-],0,0,0,0,0,0,0
PI397,*C1C(C(C(C1)C*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,0,0,0,0,0,0,0
PI398,*C1C(CC(C1)C*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,0,0,0,0,0,0,0
PI399,*C1C(CC(C1)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)CC*,0,0,0,0,0,0,0
PI400,*C(C*)N1CNCC1,0,0,0,0,0,0,0
PI402,*C(C*)OCCCCCCCCCCCCCCCCCC,0,0,0,0,0,0,0
PI403,*C(C*)OC(=O)c1ccc(cc1)C#N,0,0,0,0,0,0,0
PI404,*C(C*)OCC(CC(C)C)(C)C,0,0,0,0,0,0,0
PI405,*C(C(*)(F)F)(OC(C(F)F)F)F,0,0,0,0,0,0,0
PI406,*C(C*)C(=O)c1ccc(cc1)Br,0,0,0,0,0,0,0
PI407,*C(C*)OC(=O)CC1CCCC1,0,0,0,0,0,0,0
PI408,*C(C*)N1C(=O)CCC1,0,0,0,0,0,0,0
PI409,*C1C(C2C(C1)C(C(C2)CC*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,0,0,0,0,0,0,0
PI410,*C(C*)C(=O)O,0,0,0,0,0,0,0
PI411,*C(C*)C(=O)OC,0,0,0,0,0,0,0
PI412,*C(C*)C(=O)OCC,0,0,0,0,0,0,0
PI413,*C(C*)C(=O)OCCC,0,0,0,0,0,0,0
PI414,*C(C*)C(=O)OC(C)C,0,0,0,0,0,0,0
PI415,*C(C*)C(=O)OCCCC,0,0,0,0,0,0,0
PI416,*C(C*)C(=O)OCC(C)C,0,0,0,0,0,0,0
PI418,*C(C*)C(=O)OC(C)(C)C,0,0,0,0,0,0,0
PI419,*C(C*)C(=O)OCCCCCC,0,0,0,0,0,0,0
PI420,*C(C*)C(=O)OCCCCCCC,0,0,0,0,0,0,0
PI421,*C(C*)C(=O)OCCCCCCCC,0,0,0,0,0,0,0
PI422,*C(C*)C(=O)OCCCCCCCCCCCC,0,0,0,0,0,0,0
PI423,*C(C*)C(=O)OCCCCCCCCCCCCCC,0,0,0,0,0,0,0
PI424,*C(C*)C(=O)OCCCCCCCCCCCCCCCC,0,0,0,0,0,0,0
PI425,*C(C*)C(=O)OCCCCCCCCCCCCCCCCCC,0,0,0,0,0,0,0
PI426,*C(C*)C(=O)OCCCCCCCCCCCCCCCCCCCCCC,0,0,0,0,0,0,0
PI427,*C(C*)C(=O)OCC=C,0,0,0,0,0,0,0
PI428,*C(C*)C(=O)OC1C2(CCC(C1)C2(C)C)C,0,0,0,0,0,0,0
PI429,*C(C*)C(=O)OCC(F)(F)F,0,0,0,0,0,0,0
PI430,*C(C*)C(=O)OCC(C(F)(F)F)(F)F,0,0,0,0,0,0,0
PI431,*C(C*)C(=O)OC(C(F)(F)F)C(F)(F)F,0,0,0,0,0,0,0
PI432,*C(C*)C(=O)OC(C(F)(F)F)(C(F)(F)F)F,0,0,0,0,0,0,0
PI435,*C(C*)C(=O)OCC(C(F)C(F)(F)F)(F)F,0,0,0,0,0,0,0
PI436,*C(C*)C(=O)OCC(C(C(F)(F)F)(F)F)(F)F,0,0,0,0,0,0,0
PI437,*C(C*)(C(=O)OC)C,0,0,0,0,0,0,0
PI438,*C(C*)(C(=O)OCC)C,0,0,0,0,0,0,0
PI439,*CC(*)(C)C(=O)OCCC,0,0,0,0,0,0,0
PI440,*CC(*)(C)C(=O)OC(C)C,0,0,0,0,0,0,0
PI441,*C(C*)(C(=O)OCCCC)C,0,0,0,0,0,0,0
PI442,*CC(*)(C)C(=O)OC(C)CC,0,0,0,0,0,0,0
PI443,*CC(*)(C)C(=O)OCC(C)C,0,0,0,0,0,0,0
PI444,*CC(*)(C)C(=O)OC(C)(C)C,0,0,0,0,0,0,0
PI445,*CC(*)(C)C(=O)OCCCCCC,0,0,0,0,0,0,0
PI446,*CC(*)(C)C(=O)OCCCCCCCC,0,0,0,0,0,0,0
PI447,*CC(*)(C)C(=O)OCCCCCCCCCCCC,0,0,0,0,0,0,0
PI448,*CC(*)(C)C(=O)OC1CCCCC1,0,0,0,0,0,0,0
PI449,*CC(*)(C)C(=O)Oc1ccccc1,0,0,0,0,0,0,0
PI450,*CC(*)(C)C(=O)OCc1ccccc1,0,0,0,0,0,0,0
PI451,*CC(*)(C)C(=O)OCCBr,0,0,0,0,0,0,0
PI452,*CC(*)(C)C(=O)OCc1ccccc1Cl,0,0,0,0,0,0,0
PI453,*CC(*)(C)C(=O)OCCO,0,0,0,0,0,0,0
PI454,*CC(*)(C)C(=O)OCCN(C)C,0,0,0,0,0,0,0
PI455,*CC(*)C(N)=O,0,0,0,0,0,0,0
PI456,*CC(*)C(=O)NC(C)C,0,0,0,0,0,0,0
PI457,*CC(*)C(=O)OC(CC)CC,0,0,0,0,0,0,0
PI458,*CC(*)C(=O)OC1CCCCC1,0,0,0,0,0,0,0
PI459,*CC(*)C(=O)OCC(C)(C)C,0,0,0,0,0,0,0
PI460,*CC(*)C(=O)OCCC#N,0,0,0,0,0,0,0
PI461,*CC(*)C(=O)N1CCCCC1,0,0,0,0,0,0,0
PI462,*CC(*)C(=O)N1CCOCC1,0,0,0,0,0,0,0
PI463,*CC(*)C(=O)Oc1ccccc1,0,0,0,0,0,0,0
PI464,*CC(*)C(=O)Oc1ccc(OC)cc1,0,0,0,0,0,0,0
PI465,*CC(*)C(=O)Oc1ccccc1C(=O)OC,0,0,0,0,0,0,0
PI466,*CC(*)C(=O)Oc1ccccc1C(=O)OCC,0,0,0,0,0,0,0
PI467,*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,0,0,0,0,0,0,0
PI468,*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,0,0,0,0,0,0,0
PI469,*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,0,0,0,0,0,0,0
PI470,*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,0,0,0,0,0,0,0
PI471,*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,0,0,0,0,0,0,0
PI472,*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,0,0,0,0,0,0,0
PI473,*CC(*)C(=O)OCc1ccccc1,0,0,0,0,0,0,0
PI474,*CC(*)C(=O)OCCc1ccccc1,0,0,0,0,0,0,0
PI475,*CC(*)C(=O)Oc1cccc(N(C)C)c1,0,0,0,0,0,0,0
PI476,*CC(*)C(=O)Oc1ccc(C#N)cc1,0,0,0,0,0,0,0
PI477,*CC(*)C(=O)OCc1ccc(C#N)cc1,0,0,0,0,0,0,0
PI478,*CC(*)C(=O)Oc1ccc(Cl)cc1Cl,0,0,0,0,0,0,0
PI479,*CC(*)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0,0,0,0,0,0,0
PI480,*CC(*)C(=O)N(C)C,0,0,0,0,0,0,0
PI481,*CC(*)(C)C(=O)OCCOC,0,0,0,0,0,0,0
PI482,*CC(*)(C)C(=O)OCC(C)O,0,0,0,0,0,0,0
PI483,*CC(*)(C)C(=O)OCCC#N,0,0,0,0,0,0,0
PI485,*CC(*)(C)C(=O)OCCO[N+](=O)[O-],0,0,0,0,0,0,0
PI486,*CC(*)(C)C(=O)OCCS(=O)CC,0,0,0,0,0,0,0
PI487,*CC(*)(C)C(=O)Oc1ccc(CC#N)cc1,0,0,0,0,0,0,0
PI488,*CC(*)(C)C(=O)Oc1ccc(C(=O)OC)cc1,0,0,0,0,0,0,0
PI489,*CC(*)(CC)C(=O)OCC,0,0,0,0,0,0,0
PI490,*CC(*)(CC(=O)OCC)C(=O)OCC,0,0,0,0,0,0,0
PI491,*CC(*)(CC(=O)OCCCC)C(=O)OCCCC,0,0,0,0,0,0,0
PI492,*CC(*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,0,0,0,0,0,0,0
PI493,*CC(*)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,0,0,0,0,0,0,0
PI494,*CC(*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,0,0,0,0,0,0,0
PI495,*CC(*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,0,0,0,0,0,0,0
PI496,*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,0,0,0,0,0,0,0
PI497,*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,0,0,0,0,0,0,0
PI498,*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,0,0,0,0,0,0,0
PI499,*CC(*)(CC(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,0,0,0,0,0,0,0
PI500,*CC(*)(C)C(=O)Oc1ccc(C#N)cc1,0,0,0,0,0,0,0
PI501,*CC(*)(CC(=O)OC)C(=O)OC,0,0,0,0,0,0,0
PI502,*C(*)C(=O)OCC,0,0,0,0,0,0,0
PI503,*C(*)C(=O)OC,0,0,0,0,0,0,0
PI504,*C(*)C(=O)OCCC,0,0,0,0,0,0,0
PI505,*CC(*)(CC(=O)OCCC)C(=O)OCCC,0,0,0,0,0,0,0
PI506,*CC(*)C(=O)OCCO,0,0,0,0,0,0,0
PI507,*CC(*)(CCC(C)C(=O)OC)C(=O)OC,0,0,0,0,0,0,0
PI508,*CC(*)C(=O)OC1CCCCCCCCCCC1,0,0,0,0,0,0,0
PI509,*C(C*)Cl,0,0,0,0,0,0,0
PI510,*C(C*)(F)F,0,0,0,0,0,0,0
PI511,*CC(*)(Cl)Cl,0,0,0,0,0,0,0
PI514,*C(C(*)(F)F)(Cl)F,0,0,0,0,0,0,0
PI515,*CCC=C(*)Cl,0,0,0,0,0,0,0
PI517,*/C(=C/CC*)C,0,0,0,0,0,0,0
PI518,*CC/C=C(\*)C,0,0,0,0,0,0,0
PI519,*CC/C=C(/*)Cl,0,0,0,0,0,0,0
PI520,*CC/C=C(\*)Cl,0,0,0,0,0,0,0
PI521,*CC(*)C=C,0,0,0,0,0,0,0
PI522,*CCC=C(*)C,0,0,0,0,0,0,0
PI524,*OCC*,0,0,0,0,0,0,0
PI525,*OC(C*)C,0,0,0,0,0,0,0
PI526,*CC(CCl)O*,0,0,0,0,0,0,0
PI527,*CCCCO*,0,0,0,0,0,0,0
PI528,*Oc1c(cc(cc1C)*)C,0,0,0,0,0,0,0
PI529,*Oc1c(OC)cc(*)cc1OC,0,0,0,0,0,0,0
PI530,*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,0,0,0,0,0,0,0
PI531,*C(=O)OCCOC(=O)c1ccc(*)o1,0,0,0,0,0,0,0
PI532,*CCOCCOC(=O)c1cccc(C(=O)O*)c1,0,0,0,0,0,0,0
PI533,*CCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,0,0,0,0,0,0,0
PI534,*CCCCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,0,0,0,0,0,0,0
PI535,*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,0,0,0,0,0,0,0
PI536,*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,0,0,0,0,0,0,0
PI537,*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C,0,0,0,0,0,0,0
PI538,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(Cc4ccc(*)cc4)cc3)cc2)cc1,0,0,0,0,0,0,0
PI539,*Oc1ccc(cc1)C(c1ccc(cc1)OCC(C*)O)(C)C,0,0,0,0,0,0,0
PI540,*CC1CC(*)OC(CCC)O1,0,0,0,0,0,0,0
PI541,*Oc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,0,0,0,0,0,0,0
PI542,*Oc1cccc(S(=O)(=O)c2ccc(*)cc2)c1,0,0,0,0,0,0,0
PI543,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,0,0,0,0,0,0,0
PI544,*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2)cc1,0,0,0,0,0,0,0
PI545,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,0,0,0,0,0,0,0
PI546,*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,0,0,0,0,0,0,0
PI547,*c1ccc(-c2nc3cc4nc(*)oc4cc3o2)cc1,0,0,0,0,0,0,0
PI548,*CCOCC(=O)O*,0,0,0,0,0,0,0
PI549,*CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,0,0,0,0,0,0,0
PI550,*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,0,0,0,0,0,0,0
PI551,*CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)OCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c1,0,0,0,0,0,0,0
PI552,*CS*,0,0,0,0,0,0,0
PI553,*CCS*,0,0,0,0,0,0,0
PI554,*CCCSS*,0,0,0,0,0,0,0
PI555,*Sc1ccc(cc1)*,0,0,0,0,0,0,0
PI556,*Oc1ccc(Sc2ccc(OC(*)=O)cc2)cc1,0,0,0,0,0,0,0
PI557,*OC(=O)CCC(=O)OCC*,0,0,0,0,0,0,0
PI558,*CCCCOC(=O)CCC(=O)O*,0,0,0,0,0,0,0
PI560,*OC(=O)CCCCCCCCC(=O)OCC*,0,0,0,0,0,0,0
PI561,*CCCCCCOC(=O)CCCCCCCCC(=O)O*,0,0,0,0,0,0,0
PI562,*OC(=O)c1ccc(cc1)C(=O)OCC*,0,0,0,0,0,0,0
PI563,*OC(=O)c1cc(ccc1)C(=O)OCC*,0,0,0,0,0,0,0
PI564,*OC(=O)c1ccc(cc1)C(=O)OCCCC*,0,0,0,0,0,0,0
PI565,*CCCCCCOC(=O)c1ccc(C(=O)O*)cc1,0,0,0,0,0,0,0
PI566,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*)(C)C,0,0,0,0,0,0,0
PI567,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*)(C)C,0,0,0,0,0,0,0
PI568,*OC(=O)c1cc2c(cc1)ccc(c2)C(=O)OCC*,0,0,0,0,0,0,0
PI569,*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCC*,0,0,0,0,0,0,0
PI570,*CCCCOC(=O)CCCCC(=O)O*,0,0,0,0,0,0,0
PI571,*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,0,0,0,0,0,0,0
PI572,*CCOC(=O)c1cccc2c(C(=O)O*)cccc12,0,0,0,0,0,0,0
PI573,*CCOC(=O)c1ccc(C(=O)O*)c2ccccc12,0,0,0,0,0,0,0
PI574,*CCCCCC(=O)O*,0,0,0,0,0,0,0
PI576,*CCCOC(=O)c1ccc(C(=O)O*)cc1,0,0,0,0,0,0,0
PI577,*Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCC(=O)*,0,0,0,0,0,0,0
PI578,*Oc1ccc(-c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,0,0,0,0,0,0,0
PI579,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCC(*)=O)cc2)cc1,0,0,0,0,0,0,0
PI580,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,0,0,0,0,0,0,0
PI581,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCC(*)=O)cc2)cc1,0,0,0,0,0,0,0
PI582,*Oc1c(cc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)*)C,0,0,0,0,0,0,0
PI583,*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,0,0,0,0,0,0,0
PI584,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCC(*)=O)cc2)cc1,0,0,0,0,0,0,0
PI585,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,0,0,0,0,0,0,0
PI586,*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,0,0,0,0,0,0,0
PI587,*CC1CCC(COC(=O)CCC(=O)O*)CC1,0,0,0,0,0,0,0
PI589,*OC(C)CC(*)=O,0,0,0,0,0,0,0
PI590,*OC(C)C(*)=O,0,0,0,0,0,0,0
PI591,*CC(C)(CCC)C(=O)O*,0,0,0,0,0,0,0
PI592,*OC(=O)c1ccc(cc1)c1ccc(cc1)C*,0,0,0,0,0,0,0
PI593,*CC1CCC(COC(=O)CCCCCCCCC(=O)O*)CC1,0,0,0,0,0,0,0
PI594,*OC(=O)c1ccc(cc1)C(=O)NCCNC(=O)c1ccc(cc1)C(=O)OCCCCCCCCCC*,0,0,0,0,0,0,0
PI596,*CCOC(=O)C1CCC(C(=O)O*)CC1,0,0,0,0,0,0,0
PI597,*OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OCC*,0,0,0,0,0,0,0
PI598,*OC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)OCCCCCC*,0,0,0,0,0,0,0
PI599,*CCCCCCOC(=O)CCCCCCCC(=O)O*,0,0,0,0,0,0,0
PI600,*CCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,0,0,0,0,0,0,0
PI602,*CC(C)(C)COC(=O)CCC(=O)O*,0,0,0,0,0,0,0
PI603,*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)CCCCC(=O)*)(C)C,0,0,0,0,0,0,0
PI604,*CCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0,0,0,0,0,0,0
PI605,*CCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0,0,0,0,0,0,0
PI606,*CCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0,0,0,0,0,0,0
PI607,*CCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0,0,0,0,0,0,0
PI608,*CCCCNC(=O)CCCCC(=O)N*,0,0,0,0,0,0,0
PI609,*NC(=O)CCCCC*,0,0,0,0,0,0,0
PI610,*NC(=O)CCCCC(=O)NCCCCCC*,0,0,0,0,0,0,0
PI611,*NC(=O)CCCCCCCCC(=O)NCCCCCC*,0,0,0,0,0,0,0
PI612,*CCCCCCC(=O)N*,0,0,0,0,0,0,0
PI613,*NC(=O)CCCCCCC*,0,0,0,0,0,0,0
PI614,*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,0,0,0,0,0,0,0
PI615,*CCCCCCCCC(=O)N*,0,0,0,0,0,0,0
PI616,*CCCCCCCCCC(=O)N*,0,0,0,0,0,0,0
PI617,*NC(=O)CCCCCCCCCC*,0,0,0,0,0,0,0
PI618,*CCCCCCCCCCCC(=O)N*,0,0,0,0,0,0,0
PI619,*CCCCCCCCCCCCC(=O)N*,0,0,0,0,0,0,0
PI620,*NC(=O)c1ccc(cc1)CC(=O)NCCCCCC*,0,0,0,0,0,0,0
PI621,*NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)*,0,0,0,0,0,0,0
PI622,*CCCCCCNC(=O)c1cccc(C(=O)N*)c1,0,0,0,0,0,0,0
PI623,*NC(=O)c1ccc(cc1)CC(=O)NCCC*,0,0,0,0,0,0,0
PI624,*NC1CC(C)(C)CC(C)(CNC(=O)CCCCC(*)=O)C1,0,0,0,0,0,0,0
PI625,*Cc1cccc(CNC(=O)CCCCC(=O)N*)c1,0,0,0,0,0,0,0
PI626,*NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)*,0,0,0,0,0,0,0
PI627,*NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)*,0,0,0,0,0,0,0
PI628,*NC(=O)c1ccc(cc1)C(=O)NCCCCCC*,0,0,0,0,0,0,0
PI629,*CCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,0,0,0,0,0,0,0
PI630,*S(=O)(=O)c1ccc(cc1)NC(=O)CCCCC(=O)Nc1ccc(cc1)*,0,0,0,0,0,0,0
PI631,*NC(=O)C*,0,0,0,0,0,0,0
PI632,*NC(CCC(=O)OC)C(*)=O,0,0,0,0,0,0,0
PI633,*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,0,0,0,0,0,0,0
PI634,*CCCC(=O)N*,0,0,0,0,0,0,0
PI635,*CCCCNC(=O)CCCCCCC(=O)N*,0,0,0,0,0,0,0
PI636,*CCCCNC(=O)CCCCCCCCC(=O)N*,0,0,0,0,0,0,0
PI637,*CCCCCCCCCCCNC(=O)CCCCC(=O)N*,0,0,0,0,0,0,0
PI638,*CCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,0,0,0,0,0,0,0
PI639,*NC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)NCCCCCC*,0,0,0,0,0,0,0
PI640,*NC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)NCCCCCC*)(C)C,0,0,0,0,0,0,0
PI641,*CCCCCCCCCCC(=O)N(*)C,0,0,0,0,0,0,0
PI642,*N(C(=O)CCCCC(=O)NCCCCCC*)C,0,0,0,0,0,0,0
PI643,*N(C(=O)CCCCC(=O)N(CCCCCC*)C)C,0,0,0,0,0,0,0
PI644,*N1C(CCC1)C(=O)*,0,0,0,0,0,0,0
PI645,*NC(C(=O)*)CCC(=O)OCc1ccccc1,0,0,0,0,0,0,0
PI646,*NC(C(=O)*)C,0,0,0,0,0,0,0
PI648,*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC(*)=O)CC2)CC1,0,0,0,0,0,0,0
PI649,*NC(CCC(=O)OCCCCC)C(*)=O,0,0,0,0,0,0,0
PI651,*NC(CCC(=O)OCCCCCC)C(*)=O,0,0,0,0,0,0,0
PI652,*NC(CCC(=O)OCC)C(*)=O,0,0,0,0,0,0,0
PI653,*NC(CCC(=O)OCCC)C(*)=O,0,0,0,0,0,0,0
PI654,*N(C(=O)c1ccc(cc1)C(=O)N(CCCC*)C)C,0,0,0,0,0,0,0
PI655,*CCCCCCNC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)N*)cc32)cc1,0,0,0,0,0,0,0
PI656,*OC(=O)NCCCCC*,0,0,0,0,0,0,0
PI657,*OC(=O)NCCCCCCNC(=O)OCCCC*,0,0,0,0,0,0,0
PI658,*OC(=O)NCC(C(C(C(CNC(=O)OCCCC*)(F)F)(F)F)(F)F)(F)F,0,0,0,0,0,0,0
PI659,*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCCCCCC*,0,0,0,0,0,0,0
PI660,*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCc1cc(ccc1)C*,0,0,0,0,0,0,0
PI661,*OC(=O)Nc1ccc(cc1)NC(=O)OCC*,0,0,0,0,0,0,0
PI662,*OC(=O)Nc1cc(ccc1)NC(=O)OCC*,0,0,0,0,0,0,0
PI663,*OC(=O)Nc1ccc(cc1)NC(=O)OCCCCCC*,0,0,0,0,0,0,0
PI664,*OC(=O)Nc1ccc(cc1)c1ccc(cc1)NC(=O)OCC*,0,0,0,0,0,0,0
PI665,*OC(=O)Nc1c2c(ccc1)c(ccc2)NC(=O)OCC*,0,0,0,0,0,0,0
PI666,*NC(=O)NCCCCCC*,0,0,0,0,0,0,0
PI667,*NC(=O)NCc1ccc(cc1)CNC(=O)NCCCCCC*,0,0,0,0,0,0,0
PI668,*NC(=O)NCCCCCCNC(=O)Nc1ccc(cc1)Cc1ccc(cc1)*,0,0,0,0,0,0,0
PI669,*NC(=O)Nc1ccc(cc1)Cc1ccc(cc1)*,0,0,0,0,0,0,0
PI670,*C(CCCCNC(=O)NCCCCCCNC(=O)N*)C(=O)OC,0,0,0,0,0,0,0
PI671,*c1ccc(Oc2ccc(N3C(=O)c4cc5C(=O)N(*)C(=O)c5cc4C3=O)cc2)cc1,0,0,0,0,0,0,0
PI672,*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cc6C(=O)N(*)C(=O)c6cc5C4=O)cc3)cc2)cc1,0,0,0,0,0,0,0
