monomer_ID,smiles,density,self-diffusion,Cp,bulk_modulus,linear_expansion,refractive_index,thermal_conductivity,polymer_class
PI23,*C(C*)CC1CCCC1,0.89707436,5.15e-13,4156.090264,2825329841.0,9.18e-05,1.485024578,0.258406248,1
PI24,*C(C*)C1CCCCC1,0.852752091,4.3e-13,4199.457496,2412054197.0,4.34e-05,1.454163567,0.209246003,1
PI25,*C(C*)CC1CCCCC1,0.876520821,5.64e-13,4260.94911,2896569303.0,5.52e-05,1.47162608,0.229332958,1
PI26,*C(C*)Cc1ccccc1,1.008541193,5.42e-13,3473.43289,3331812645.0,8.9e-05,1.580182329,0.192462189,1
PI27,*C(C*)CCc1ccccc1,1.000097037,1.17e-12,3675.827892,3247849786.0,0.000118516,1.573324969,0.213754837,1
PI28,*C(C*)C(c1ccccc1)C,0.950614435,6.44e-13,3552.339229,2087252798.0,0.000102831,1.53826458,0.185319288,1
PI29,*C1CC(CC1)C*,0.930004498,6.97e-13,4155.611242,3629336490.0,0.000105058,1.504050217,0.316659421,1
PI30,*C(C*)CCCCCC,0.829569461,8.57e-13,4577.797022,2197677004.0,0.000165651,1.464587839,0.285305157,1
PI31,*C(C*)CCCCCCCCCC,0.831539982,1.31e-12,4584.116743,2347855392.0,0.000166447,1.45915972,0.342728736,1
PI32,*C(C*)CCCCCCCCCCCC,0.83325233,1.33e-12,4623.665193,2422366735.0,0.000175189,1.460906779,0.357973495,1
PI33,*C(C*)CCCCCCCCCCCCCCCC,0.833313341,1.7e-12,4676.655489,2408168304.0,0.000180547,1.456145049,0.373038526,1
PI35,*C(C*)C(CC)C,0.810410007,7.93e-13,4346.156853,2064184270.0,0.00011731,1.447218134,0.234228593,1
PI36,*C(C*)C(CC)CC,0.81481654,6.68e-13,4490.45783,2072691360.0,0.000133088,1.445590621,0.243101437,1
PI37,*C(C*)CC(CC)CC,0.829919646,8.49e-13,4423.215129,2437618884.0,0.000124738,1.454165377,0.26234017,1
PI38,*C(C*)CC(CC)C,0.825624108,6.88e-13,4458.808558,2479480810.0,0.000129158,1.459623648,0.263746378,1
PI39,*C(C*)CC(C)(C)C,0.817611089,1.33e-12,4387.566999,2463685193.0,9.57e-05,1.453583308,0.234660455,1
PI40,*C(C*)CC(CC)(C)C,0.836728393,7.9e-13,4343.760744,2991183895.0,0.000105371,1.459271904,0.232292247,1
PI41,*C(C*)CCCC(C)(C)C,0.818440434,1.07e-12,4419.45012,2508826213.0,0.000113896,1.452668595,0.257288867,1
PI42,*C(C*)CCC1CCCCC1,0.887375098,6.51e-13,4203.146499,3305700153.0,0.000103035,1.477791567,0.251637679,1
PI43,*C(C*)CCCC1CCCCC1,0.882254928,8.27e-13,4294.639877,3218477325.0,9.5e-05,1.470894587,0.265537579,1
PI44,*C1(CCC(CC1)C)C*,0.85730737,1.91e-13,4107.301081,3003702215.0,6.43e-05,1.448491309,0.21062304,1
PI45,*C(C*)(CCC)C,0.818195516,2.01e-13,4335.208757,2589319935.0,6.94e-05,1.458690719,0.243076256,1
PI46,*/C=C/CC*,0.883044552,9.29e-12,4364.674401,1948824104.0,0.000275188,1.53710404,0.303711437,1
PI47,*/C=C\CC*,0.891055243,8.13e-12,4233.879885,2224065487.0,0.000205154,1.542964081,0.266947942,1
PI48,*C=CCC*,0.884263619,8.24e-12,4395.372607,1889092598.0,0.000277628,1.537991044,0.314780299,1
PI49,*C(C)C(C)*,0.8235685,8.99e-13,4409.299361,2479554982.0,9.35e-05,1.468525634,0.264498348,1
PI50,*/C=C/*,0.887086616,5.82e-13,3427.762289,2067025249.0,9.72e-05,1.575928735,-9999.0,1
PI51,*C(C(CC*)C)C,0.831701925,5.42e-13,4430.461174,2997521163.0,0.000117641,1.464599497,0.254887827,1
PI52,*C1C(CCC1)CC*,0.906448376,7.94e-13,4336.66637,3095424335.0,0.000106997,1.483747114,0.250907231,1
PI53,*C=CCCCCCCCC*,0.85471523,4.34e-12,4955.423475,2144171695.0,0.000277142,1.480202473,0.343357529,1
PI54,*C(C*)CCCCCCCCCCCCCCCCCCCC,0.834006133,1.84e-12,4776.364106,2468480320.0,0.000184474,1.456269376,0.393169818,1
PI55,*/C=C/CCCCCCCCCC*,0.853346172,3.31e-12,4539.347985,2398372181.0,0.000210622,1.486335926,0.336324709,1
PI56,*C(C*)CCCCCCCCCCCCCC,0.832142984,1.34e-12,4741.056374,2482987436.0,0.000141508,1.46043879,0.365110117,1
PI57,*C=CCCCCCC*,0.857672969,4.42e-12,4634.293815,2282436457.0,0.000219925,1.494409143,0.302191029,1
PI58,*/C=C/CCC*,0.870773195,1.1e-11,4590.173117,1741803474.0,0.000311508,1.509697321,0.289325665,1
PI59,*C(C*)C(C)(C)C,0.80536494,4.2e-13,4254.112652,2559884628.0,7.83e-05,1.447070109,0.210797175,1
PI60,*/C=C\CCCC*,0.868416895,5.9e-12,4395.160233,2221658345.0,0.00021118,1.495237286,0.263602776,1
PI61,*C(C*)CCCCCCCCCCCCC,0.833225353,1.36e-12,4505.182624,2494758206.0,0.000160222,1.461116983,0.349106811,1
PI62,*C(CC)C(CC)*,0.823310611,4e-13,4426.276523,2255835010.0,7.78e-05,1.460440101,0.250042719,1
PI63,*C(C*)CCCCCCCCCCC,0.833532988,1.21e-12,4619.381361,2232573581.0,0.000186718,1.45931366,0.329033378,1
PI64,*C(C*)CCCCCCCCC,0.829999326,1.37e-12,4652.50367,2230989298.0,0.000182585,1.461708537,0.296879704,1
PI65,*C(C*)C1CC(CCC1)C,0.860408044,3.86e-13,4587.343021,2848428912.0,6.03e-05,1.456528654,0.212366103,1
PI66,*C(C*)C1CCC(CC1)C,0.846306645,2.28e-13,4124.82197,2470219777.0,9.17e-05,1.453576507,0.229479225,1
PI67,*C(C*)C1CC=CCC1,0.894488285,4.11e-13,3901.357957,2238836564.0,5.61e-05,1.477841223,0.196699201,1
PI68,*C(=CCC*)CCCCCCC,0.850100168,2.04e-12,4413.811759,2275781877.0,0.000180398,1.471604773,0.278102134,1
PI69,*C(=CCC*)C(C)C,0.8495405,6.09e-13,4085.191867,2468276940.0,0.00012617,1.494830805,0.235767575,1
PI70,*/C=C\CCC*,0.876838662,7.11e-12,4424.798592,2183122795.0,0.000200481,1.513911715,0.244482147,1
PI71,*C(C*)CCC(C)(C)C,0.816714682,1.12e-12,4302.348367,2365523781.0,0.000120641,1.451757971,0.249457925,1
PI72,*C1C(CC1)*,0.894726143,4.06e-13,3788.267893,2332540975.0,6.35e-05,1.488277736,0.236871624,1
PI73,*/C=C\*,0.959011341,9.73e-13,3406.14876,2800524577.0,0.000110559,1.6325655,0.573236329,1
PI74,*/C=C\CCCCC*,0.867588794,3.67e-12,4687.171931,2287760654.0,0.000248543,1.487136468,0.271936281,1
PI75,*C1CC(CC1)C=C*,0.952823858,1.72e-12,4158.854772,2239557870.0,0.000230569,1.530116845,0.309193929,1
PI76,*/C=C/C(C*)C(CC)C,0.850539749,9.49e-13,4287.754346,2483174899.0,0.000148247,1.475849008,0.237962753,1
PI77,*C(=CCC*)CCC,0.866168537,1.51e-12,4391.369695,2190256533.0,0.000217574,1.506169904,0.257522564,1
PI78,*C=CCCCCCCCCCC*,0.852224825,3.47e-12,4564.425017,2417201336.0,0.000194562,1.475219988,0.357300526,1
PI79,*C1(CCCCC1)C*,0.878255967,2.55e-13,4174.036227,3244007903.0,2.36e-05,1.470809424,0.209508397,1
PI80,*C=CC(CCCCC*)C,0.848448936,1.8e-12,4481.694262,2340889656.0,0.000206938,1.479362406,0.264312063,1
PI81,*/C(=C\CC*)C(C)(C)C,0.865138951,3.46e-13,4188.753289,2938562616.0,0.000113807,1.501581033,0.230866797,1
PI82,*C(C*)c1ccccc1,0.990788525,4.84e-13,3341.648963,2474507328.0,9.02e-05,1.574708496,0.203029804,2
PI83,*C(C*)c1c(cccc1)C,0.978948821,3.37e-13,3427.169361,2794609495.0,9.55e-05,1.564423634,0.23889195,2
PI84,*C(C*)c1c(cccc1)CC,0.956120289,7.64e-13,3574.873278,2338315880.0,0.000115864,1.545703698,0.223756212,2
PI85,*C(C*)c1c(cccc1)COC,1.023668496,5.42e-13,3399.851689,2402472377.0,0.000115815,1.536415367,0.19732083,2
PI86,*C(C*)c1c(cccc1)COCC,1.020552204,6.7e-13,3643.861148,2254908598.0,0.000170033,1.537979108,0.211823768,2
PI87,*C(C*)c1c(cccc1)COCCC,1.002033696,7.42e-13,3697.575712,2102634785.0,0.000187999,1.528041441,0.22997739,2
PI88,*C(C*)c1c(cccc1)COC(C)C,0.985738485,6.18e-13,3553.314739,2207995987.0,0.000126834,1.520275712,0.220707828,2
PI89,*C(C*)c1c(cccc1)COCCCC,0.987425981,8.97e-13,3765.415223,2463033223.0,0.000130542,1.529259106,0.220379086,2
PI90,*C(C*)c1c(cccc1)COCCCCC,0.977922828,1.22e-12,3959.298076,2267395855.0,0.000211296,1.516071903,0.238571654,2
PI91,*C(C*)c1c(cccc1)COCCC(C)C,0.981459783,7.03e-13,3686.76691,2677179238.0,0.00013018,1.518900346,0.237360118,2
PI92,*C(C*)c1c(cccc1)COCc1ccccc1,1.087022171,8.97e-13,3300.152239,2603049630.0,0.000149257,1.590153852,0.204719244,2
PI93,*C(C*)c1c(cccc1)COCCc1ccccc1,1.073511826,9.83e-13,3404.210179,2721888997.0,0.000162287,1.578574272,0.206285623,2
PI94,*C(C*)c1c(cccc1)C(=O)NC,1.05618534,2.02e-13,3109.128559,2287042964.0,9.83e-05,1.542486188,0.192915175,2
PI95,*C(C*)c1c(cccc1)C(=O)N(C)C,1.019914094,8.78e-13,3249.213519,1689224518.0,0.000132061,1.521234742,0.186909259,2
PI96,*C(C*)c1c(cccc1)C(=O)Nc1ccccc1,1.113471778,3.75e-13,2986.083032,2296679792.0,0.000114271,1.63029247,0.197508078,2
PI97,*C(C*)c1c(cccc1)C(=O)O,1.14579736,9.01e-14,2963.812223,3579983504.0,5.19e-05,1.561326016,0.221643379,2
PI98,*C(C*)c1c(cccc1)C(=O)OC,1.093619065,5.77e-13,3109.660332,2150645252.0,0.00012149,1.542253332,0.193160544,2
PI99,*C(C*)c1c(cccc1)C(=O)OCC,1.070874613,8.7e-13,3275.566753,2049524871.0,0.000170374,1.53533732,0.216698631,2
PI100,*C(C*)c1c(cccc1)C(=O)OCCC,1.060275726,5.73e-13,3369.48944,2178905672.0,0.000162292,1.531687122,0.209516095,2
PI101,*C(C*)c1c(cccc1)C(=O)OC(C)C,1.04558941,4.87e-13,3270.932975,2267766459.0,0.000121828,1.526707646,0.208751466,2
PI102,*C(C*)c1c(cccc1)C(=O)OCCCC,1.040151362,8.14e-13,3558.60858,2079673923.0,0.000192497,1.524592299,0.225796643,2
PI103,*C(C*)c1c(cccc1)C(=O)OCC(C)C,1.035196742,6.22e-13,3448.876191,2537130421.0,0.000138928,1.524271949,0.203326994,2
PI104,*C(C*)c1c(cccc1)C(=O)OCCCCC,1.030247482,8.86e-13,3559.569038,2273988657.0,0.000168237,1.515436842,0.230202874,2
PI105,*C(C*)c1c(cccc1)C(=O)OCCC(C)C,1.035083827,6.38e-13,3468.131177,2696146116.0,0.000131698,1.522889303,0.218106694,2
PI106,*C(C*)c1c(cccc1)C(=O)OCCCCCC,1.011034746,1.3e-12,3656.146851,2241249015.0,0.000168675,1.504043781,0.238187774,2
PI107,*C(C*)c1c(cccc1)C(=O)Oc1ccccc1,1.133417531,7.4e-13,2937.125391,2752708669.0,7.49e-05,1.60562759,0.192525654,2
PI108,*C(C*)c1c(cccc1)C(=O)OCCN(C)C,1.081969242,1.02e-12,3418.275782,2766297100.0,0.000137718,1.534751018,0.216260507,2
PI109,*C(C*)c1ccc(cc1)C(=O)OCCN(C)C,1.072615261,8.85e-13,3424.152291,2623833157.0,0.000140989,1.550473031,0.258067435,2
PI110,*C(C*)c1c(cccc1)OC,1.022974296,6.83e-13,3252.219225,2324333305.0,0.000105328,1.544147358,0.214975451,2
PI111,*C(C*)c1c(cccc1)Cl,1.153238245,1e-12,2637.162367,1966085543.0,0.000144377,1.571586421,0.155241408,2
PI112,*C(C*)c1c(cccc1)F,1.105762216,8.08e-13,2914.615125,1937181930.0,0.000125084,1.537102881,0.180059006,2
PI113,*C(C*)c1cc(ccc1)C,0.969357307,4.36e-13,3365.37924,2448817067.0,0.00011695,1.563890087,0.227224304,2
PI114,*C(C*)c1cc(ccc1)CC,0.951189371,1.34e-12,3644.67395,2115012345.0,0.000161514,1.548838772,0.230753147,2
PI115,*C(C*)c1cc(ccc1)c1ccc(cc1)c1ccccc1,1.059615223,8.13e-13,3107.60159,2937731305.0,8.14e-05,1.691122154,0.222348269,2
PI116,*C(C*)c1cc(ccc1)Cl,1.138997982,7.19e-13,2631.87146,1909925845.0,0.000127065,1.570014729,0.141849652,2
PI117,*C(C*)c1cc(ccc1)F,1.097086163,6.97e-13,2988.320841,2145471026.0,0.000137891,1.53549013,0.165605561,2
PI118,*C(C*)c1ccc(cc1)C,0.954853504,6.42e-13,3405.834541,2268176177.0,6.56e-05,1.556372558,0.207409376,2
PI119,*C(C*)c1ccc(cc1)CC,0.946653191,1.02e-12,3639.535808,1874018044.0,0.00017708,1.550528565,0.241331997,2
PI120,*C(C*)c1ccc(cc1)C(C)C,0.923190056,8.07e-13,3783.635741,2059387897.0,0.000168025,1.53172234,0.245006224,2
PI121,*C(C*)c1ccc(cc1)CCCC,0.931491324,1.04e-12,3950.672266,2073662249.0,0.00018915,1.533829169,0.246370764,2
PI122,*C(C*)c1ccc(cc1)C(C)(C)C,0.89655902,3.62e-13,3683.540865,2117500964.0,0.000117241,1.510225602,0.235879806,2
PI123,*C(C*)c1ccc(cc1)C(CC)C,0.914850756,7.42e-13,3683.098958,2116421852.0,0.000128158,1.525980284,0.23187009,2
PI124,*C(C*)c1ccc(cc1)CCCCCC,0.918524608,1.16e-12,3991.91917,2190053956.0,0.000174567,1.516093091,0.255178414,2
PI125,*C(C*)c1ccc(cc1)CCCCCCCC,0.905274422,1.75e-12,4309.825015,2201867084.0,0.000199046,1.50877697,0.284941701,2
PI126,*C(C*)c1ccc(cc1)CCCCCCCCC,0.902766866,7.94e-13,4097.77956,2272406928.0,0.00017903,1.506706379,0.276524365,2
PI127,*C(C*)c1ccc(cc1)CCCCCCCCCC,0.899890732,1.18e-12,4096.026209,2454174040.0,0.00016689,1.506963584,0.300936032,2
PI128,*C(C*)c1ccc(cc1)CCCCCCCCCCCC,0.894841977,1.28e-12,4305.991263,2066121238.0,0.00021111,1.502127912,0.302738789,2
PI129,*C(C*)c1ccc(cc1)CCCCCCCCCCCCCC,0.887566319,1.31e-12,4251.318954,2419761740.0,0.000160417,1.497225153,0.320037972,2
PI130,*C(C*)c1ccc(cc1)CCCCCCCCCCCCCCCC,0.886142951,1.45e-12,4263.048307,2509841289.0,0.000161982,1.48273205,0.337054547,2
PI131,*C(C*)c1ccc(cc1)CCCCCCCCCCCCCCCCCC,0.878911528,1.32e-12,4290.125194,2671260572.0,0.000150579,1.481572993,0.317277699,2
PI132,*C(C*)c1ccc(cc1)c1ccccc1,1.030455771,6.8e-13,3208.670512,2442926795.0,0.000106077,1.639100177,0.200955009,2
PI133,*C(C*)c1ccc(cc1)COCCOCC,1.048857628,1.25e-12,3692.314957,2638527695.0,0.000185518,1.535168538,0.249515883,2
PI134,*C(C*)c1ccc(cc1)C#N,1.017159224,2.44e-13,2929.300864,2794517371.0,6.91e-05,1.568492801,0.174135805,2
PI135,*C(C*)c1ccc(cc1)Cl,1.143288057,3.57e-13,2594.282235,2377392172.0,9.81e-05,1.575654358,0.150273069,2
PI136,*C(C*)c1ccc(cc1)Br,1.461570466,2.41e-13,1950.132787,2391433504.0,8.51e-05,1.587087768,0.124850886,2
PI137,*C(C*)c1ccc(cc1)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1.594542527,7e-13,2030.549998,2151511435.0,0.000167825,1.382708399,0.116253947,2
PI138,*C(C*)c1ccc(cc1)C(=NO)C,1.056409606,4.14e-13,3303.287877,3110292994.0,9.8e-05,1.579414349,0.262934975,2
PI139,*C(C*)c1ccc(cc1)C(O)(C)C,1.006839479,5.09e-13,3602.546473,3144148375.0,9.85e-05,1.540293873,0.268025613,2
PI140,*C(C*)c1ccc(cc1)C(CC)(O)C,0.984772104,7.33e-13,3962.917553,2614080310.0,0.00016745,1.524741004,0.260987479,2
PI141,*C(C*)c1ccc(cc1)C(CCC)(O)C,0.961746913,6.88e-13,3604.936405,2835678653.0,9.56e-05,1.516588287,0.266747745,2
PI142,*C(C*)c1ccc(cc1)C(CCCC)(O)C,0.964527544,7.44e-13,3833.423706,2761051897.0,0.000140711,1.5150465,0.262999518,2
PI143,*C(C*)c1ccc(cc1)C(CCCCC)(O)C,0.955479058,7.67e-13,3980.241411,2456421145.0,0.000178762,1.510284384,0.27418578,2
PI144,*C(C*)c1ccc(cc1)C(CCN(C)C)O,1.029659127,7.95e-13,3810.623422,3277107369.0,0.000137025,1.543225341,0.268210349,2
PI145,*C(C*)c1ccc(cc1)C(CCN1CCCCC1)O,1.022718168,8.41e-13,3830.802006,3075568703.0,0.000147056,1.526102616,0.250363552,2
PI146,*C(C*)c1ccc(cc1)C(CCN1CCOCC1)O,1.085230389,5.77e-13,3542.365618,4079241561.0,8.45e-05,1.550751424,0.232670764,2
PI147,*C(C*)c1ccc(cc1)COC,1.03750338,9.04e-13,3576.60546,2231050782.0,0.000178016,1.556287964,0.228853851,2
PI148,*C(C*)c1ccc(cc1)COCCO,1.099535621,5.84e-13,3461.2575,3352061246.0,0.00014073,1.554927422,0.25859742,2
PI149,*C(C*)c1ccc(cc1)COCCC,1.005095307,9.46e-13,3640.349855,2523658518.0,0.000159861,1.538251924,0.237335127,2
PI150,*C(C*)c1ccc(cc1)COCCCC,0.992325334,9.91e-13,3851.075543,2395779642.0,0.000188987,1.530658568,0.260603141,2
PI151,*C(C*)c1ccc(cc1)COCCCCO,1.064499301,6.67e-13,3639.334731,3771915836.0,0.000113308,1.538019073,0.272183986,2
PI152,*C(C*)c1ccc(cc1)COC(CC)C,0.973651082,1.28e-12,3820.680244,2086379984.0,0.000210833,1.519590913,0.247595241,2
PI153,*C(C*)c1ccc(cc1)COCCCCCC,0.964533398,1.5e-12,3925.515112,2455278117.0,0.000170422,1.518067649,0.261210733,2
PI154,*C(C*)c1ccc(cc1)COCCOCCCC,1.013534512,1.36e-12,3808.373398,2813936687.0,0.000174246,1.500772616,0.2507784,2
PI155,*C(C*)c1ccc(cc1)C(=O)N(C)C,1.05442617,3.57e-13,3196.024919,3057016372.0,0.000101051,1.560337149,0.247926371,2
PI156,*C(C*)c1ccc(cc1)C(=O)N(CC)CC,1.0040739,4.65e-13,3416.54375,2600784376.0,0.000130791,1.525667959,0.241507546,2
PI157,*C(C*)c1ccc(cc1)C(=O)N1CCCCC1,1.036942875,7.52e-13,3381.843681,2654565401.0,0.000109607,1.540580851,0.235723579,2
PI158,*C(C*)c1ccc(cc1)C(=O)CCN1CCCCC1,1.040490676,6.44e-13,3479.075374,3659720981.0,9.32e-05,1.539471929,0.245284571,2
PI159,*C(C*)c1ccc(cc1)C(=O)N1CCOCC1,1.103347893,4.07e-13,3197.303891,3343611167.0,7.23e-05,1.547090123,0.22605657,2
PI160,*C(C*)c1ccc(cc1)C(=O)OC,1.090571368,3.6e-13,3074.650943,2456014968.0,0.000120352,1.551015844,0.223091355,2
PI161,*C(C*)c1ccc(cc1)C(=O)OCC,1.05070326,6.97e-13,3211.083979,2021211473.0,0.000150102,1.534191125,0.235563807,2
PI162,*C(C*)c1ccc(cc1)C(=O)OCCC,1.047044212,6.51e-13,3376.651566,2175107597.0,0.0001718,1.533602845,0.24176446,2
PI163,*C(C*)c1ccc(cc1)C(=O)OC(C)C,1.02693306,3.79e-13,3253.670667,2597709818.0,0.000106771,1.525014641,0.250453544,2
PI164,*C(C*)c1ccc(cc1)C(=O)OCCCC,1.030347418,9.17e-13,3428.596722,2353138432.0,0.000159438,1.527340869,0.261827286,2
PI165,*C(C*)c1ccc(cc1)C(=O)OCC(C)C,1.017692103,7.87e-13,3346.147342,2687180682.0,0.000119157,1.523252244,0.237523806,2
PI166,*C(C*)c1ccc(cc1)C(=O)OCCCCCC,1.003719963,1.15e-12,3578.445341,2327883661.0,0.000175608,1.515205799,0.258101979,2
PI167,*C(C*)c1ccc(cc1)C(=O)CC,1.033214439,7.03e-13,3423.444859,2382438080.0,0.000175157,1.56250716,0.244573024,2
PI168,*C(C*)c1ccc(cc1)C(=O)CCC,1.016565854,7.5e-13,3588.819217,2500976302.0,0.000176768,1.555340827,0.245764324,2
PI169,*C(C*)c1ccc(cc1)C(=O)CCCC,1.003231285,1.04e-12,3606.522412,2611655646.0,0.000151138,1.550163486,0.263241449,2
PI170,*C(C*)c1ccc(cc1)C(=O)CCCCC,0.988783183,9.81e-13,3704.789293,2594603380.0,0.000152965,1.541764026,0.258123945,2
PI171,*C(C*)c1ccc(cc1)C(=O)CCCCCCC,0.970813314,1.23e-12,3864.024252,2578552054.0,0.000161058,1.535520847,0.271736697,2
PI172,*C(C*)c1ccc(cc1)C(=O)Cc1ccccc1,1.103006997,6.21e-13,3169.686861,3687811550.0,0.000107829,1.61352825,0.219547247,2
PI173,*C(C*)c1ccc(cc1)C(=O)c1ccccc1,1.09827774,6.12e-13,3058.256174,3373237093.0,0.00010239,1.631488464,0.216592432,2
PI174,*C(C*)c1ccc(cc1)C(=O)c1ccc(cc1)C,1.067378891,5.54e-13,3105.836674,2981004557.0,8.15e-05,1.620823287,0.242415832,2
PI175,*C(C*)c1ccc(cc1)F,1.087380654,9.29e-13,2908.635479,2068854998.0,0.000105008,1.52901129,0.163887726,2
PI176,*C(C*)c1ccc(cc1)I,1.7178258,5.87e-13,1579.107875,2007753852.0,9.72e-05,1.590476892,0.097198673,2
PI177,*C(C*)c1ccc(cc1)N(C)C,1.01782468,6.6e-13,3539.94619,2736501356.0,0.000128314,1.597872385,0.270531824,2
PI178,*C(C*)c1ccc(cc1)OC,1.042086594,4.73e-13,3275.472921,2607218330.0,0.000108254,1.562641786,0.215501326,2
PI179,*C(C*)c1ccc(cc1)OCC,1.016879034,4e-13,3475.003339,2368205562.0,0.0001374,1.549059565,0.242464965,2
PI180,*C(C*)c1ccc(cc1)OCCC,0.991729585,1.14e-12,3602.091447,2037805646.0,0.000175983,1.540317076,0.243869844,2
PI181,*C(C*)c1ccc(cc1)OCCCC,0.984185099,7.3e-13,3758.506945,1928174529.0,0.000206521,1.540014448,0.246692673,2
PI182,*C(C*)c1ccc(cc1)OCCC(C)C,0.976437278,8.57e-13,3696.091273,2521820952.0,0.000141997,1.533991844,0.282457207,2
PI183,*C(C*)c1ccc(cc1)Oc1ccccc1,1.10105886,9.5e-13,3026.416502,2964814987.0,0.000106937,1.627379089,0.221253857,2
PI184,*C(C*)c1ccc(cc1)c1ccc(cc1)c1ccccc1,1.054606035,7.63e-13,3131.460362,2658208965.0,9.65e-05,1.696236306,0.239465602,2
PI185,*C(C*)c1ccc(cc1)S(=O)(=O)OCCC,1.166750668,4.97e-13,2913.770066,2818794187.0,0.00013013,1.515136043,0.209057278,2
PI186,*C(C*)c1c(cccc1Cl)Cl,1.262465174,1.24e-12,2211.203437,1940815944.0,0.000119565,1.562200336,0.113806933,2
PI187,*C(C*)c1c(cc(cc1)C)C,0.940383427,4.09e-13,3492.04605,2261298512.0,0.00011601,1.543009001,0.214891697,2
PI188,*C(C*)c1c(cc(cc1)C(C)C)C(C)C,0.871064672,5.8e-13,3743.22618,1890004465.0,0.000105644,1.489474578,0.215437297,2
PI189,*C(C*)c1c(cc(cc1)F)C,1.058654554,1.92e-13,3080.248365,2311722688.0,9.1e-05,1.520703472,0.167659758,2
PI190,*C(C*)c1c(cc(cc1)Cl)C,1.101968119,4.29e-13,2719.939263,2158707941.0,0.000106873,1.559401404,0.163669069,2
PI191,*C(C*)c1c(cc(cc1)Cl)Cl,1.253540775,6.54e-13,2132.59294,1839064324.0,0.000119937,1.567133826,0.107893694,2
PI192,*C(C*)c1c(ccc(c1)C)C,0.925112294,6.85e-13,3524.353879,1982918504.0,0.000129169,1.532862311,0.194019925,2
PI193,*C(C*)c1c(ccc(c1)C(C)(C)C)C,0.896333211,7.44e-13,3729.167385,2087895041.0,0.000101341,1.507772826,0.211943136,2
PI194,*C(C*)c1c(ccc(c1)C(C)C)C(C)C,0.870067341,1.51e-13,3748.268404,1960816350.0,9.6e-05,1.490946565,0.190254382,2
PI195,*C(C*)c1c(ccc(c1)Cl)Cl,1.246008309,5.14e-13,2071.881797,2017112472.0,8.81e-05,1.562133092,0.112111131,2
PI196,*C(C*)c1c(ccc(c1)F)F,1.182523433,9.1e-13,2705.546333,1763680554.0,0.000130634,1.496134816,0.146382976,2
PI197,*C(C*)c1c(ccc(c1)C)F,1.053218614,6.58e-13,3030.360266,2341931163.0,0.000102551,1.523908365,0.195322638,2
PI198,*C(C*)c1c(ccc(c1)Br)OCCCC,1.2582648,9.69e-13,2579.873926,1653225026.0,0.000183425,1.53541482,0.15926394,2
PI199,*C(C*)c1c(ccc(c1)Br)OCC,1.33930596,5.95e-13,2227.399524,2020473434.0,0.000116025,1.546794599,0.139419841,2
PI200,*C(C*)c1c(ccc(c1)Br)OC,1.378340664,4.91e-13,2112.922368,1907947001.0,0.000105066,1.545112955,0.128686133,2
PI201,*C(C*)c1c(ccc(c1)Br)OCCC,1.280338839,6e-13,2408.469608,1639093894.0,0.000160634,1.531920058,0.138151779,2
PI202,*C(C*)c1c(ccc(c1)Br)OC(C)C,1.258870669,4.62e-13,2380.222784,1816460004.0,0.000107541,1.520695343,0.144697579,2
PI203,*C(C*)c1c(ccc(c1)Br)OCCCCC,1.225241179,1.03e-12,2734.527278,1413767707.0,0.000200439,1.528952427,0.161556934,2
PI204,*C(C*)c1c(ccc(c1)Br)OCCC(C)C,1.226506408,6.48e-13,2638.245718,2094204024.0,9.68e-05,1.527452216,0.156760429,2
PI205,*C(C*)c1cc(cc(c1)C)C,0.939037292,3.1e-13,3433.998615,2509661261.0,0.000112306,1.546793451,0.239838224,2
PI206,*C(C*)c1cc(c(cc1)C)C,0.935056733,4.79e-13,3471.789498,2207074010.0,0.000106758,1.541858701,0.222441085,2
PI207,*C(C*)c1cc(c(cc1)Cl)C,1.086153317,9.26e-13,2741.58797,1688734778.0,0.000145856,1.550564986,0.152412214,2
PI208,*C(C*)c1cc(c(cc1)Cl)Cl,1.257069501,6.26e-13,2244.680131,1800372609.0,0.000199127,1.569086553,0.108557769,2
PI209,*C(C*)c1cc(c(cc1)Cl)F,1.218843924,5.66e-13,2380.985154,1944664031.0,0.000132958,1.537757143,0.121296834,2
PI210,*C(C*)c1c(cc(cc1C)C)C,0.93086765,4.03e-13,3646.903615,2347840192.0,0.000103698,1.53606914,0.232927166,2
PI211,*C(C*)c1c(cc(c(c1)C)C)C,0.929446641,2.81e-13,3549.544348,2499239492.0,9.19e-05,1.537657473,0.249066929,2
PI212,*C(C*)c1c(c(c(c(c1F)F)F)F)F,1.449526713,2.53e-13,1979.257527,2301288934.0,9.08e-05,1.437017022,0.111121575,2
PI213,*C(C*)(c1ccccc1)C,0.964538381,4.89e-13,3464.598351,2490241595.0,4.68e-05,1.553540085,0.20669134,2
PI214,*C(C*)(c1ccc(cc1)C(C)C)C,0.902118305,4.52e-13,3815.679,2068502851.0,0.000128405,1.517086687,0.22250314,2
PI215,*C(C(*)(F)F)(c1ccccc1)F,1.27745434,5.54e-13,2399.438226,2018912018.0,0.000106531,1.474554484,0.209551814,2
PI216,*C(C(*)(F)F)(c1c(c(c(c(c1F)F)F)F)F)F,1.609094369,5.12e-13,1688.512371,1635672814.0,0.000109486,1.380101515,0.109340544,2
