monomer_ID,smiles,density,self-diffusion,Cp,bulk_modulus,linear_expansion,refractive_index,thermal_conductivity,polymer_class
PI217,*C(C*)c1c2c(ccc1)cccc2,1.049065386,6.4e-13,3117.857888,2306736046.0,8.77e-05,1.639321769,0.183531473,2
PI218,*C(C*)c1ccc(cc1)C(=O)C,1.057706787,7.94e-13,3269.89771,2511918803.0,0.000174325,1.575345783,0.237084593,2
PI219,*C(C*)c1ccc(cc1)C(=O)CCN1CCOCC1,1.102048959,4.73e-13,3294.897267,3752203662.0,0.000101201,1.547686384,0.241083815,2
PI220,*C(C*)(C(=O)OC)c1ccccc1,1.055775059,3.21e-13,3038.937627,2290206484.0,6.52e-05,1.504311365,0.174256665,2
PI221,*C(C*)(c1ccc(cc1)C)C,0.92469499,4.89e-13,3465.731501,2170174729.0,8.31e-05,1.533127121,0.206248478,2
PI222,*C(C(*)c1ccccc1)[N+](=O)[O-],1.094086295,9.64e-13,2791.647421,1503036154.0,3.66e-05,1.494894075,0.16724356,2
PI223,*C(C*)c1ccc(cc1)C(=O)C(F)(F)F,1.2814039,5.65e-13,2538.77887,2256359674.0,0.000143373,1.507076461,0.154440392,2
PI224,*C(C*)c1ccc(cc1)C(=O)c1ccc(cc1)OC,1.111089836,3.98e-13,3028.140726,3184711112.0,9.74e-05,1.625381923,0.245710563,2
PI225,*C(C*)c1cc2c(cc1)cccc2,1.048762388,4.41e-13,3154.4699,2338400628.0,9.49e-05,1.655021425,0.189317179,2
PI226,*C(C*)c1ccncc1,1.064890411,5.85e-13,3213.165825,3191263594.0,7.87e-05,1.575878627,0.194624132,2
PI227,*C(C*)c1nc(ccc1)C,1.014862727,3.89e-13,3307.303413,2580374055.0,0.000118786,1.557498019,0.231875326,2
PI228,*C(C*)c1ccc(nc1)C,1.004278135,4.4e-13,3269.804187,2233380331.0,0.000117686,1.552084602,0.216347814,2
PI229,*C(C*)N1Nc2c(C1)cccc2,1.114969607,4.69e-13,3215.814955,3081853228.0,4.96e-05,1.594262643,0.210041586,2
PI230,*C(C(C(C*)c1ncccc1)c1ccccc1)c1ncccc1,1.02787783,2.54e-13,3033.43201,2272399729.0,8.84e-05,1.554926963,0.19889562,2
PI231,*C(C*)c1ccc(cc1)O,1.107283443,3.41e-13,3210.901369,3895793571.0,6.13e-05,1.59134482,0.28470777,2
PI232,*C(C*)c1ccc(cc1)OC(=O)C,1.100534398,4.69e-13,3112.053896,2672856492.0,0.000120821,1.544970093,0.259585297,2
PI233,*C(C*)c1ccc(cc1)CCC,0.941423608,5.96e-13,3783.903753,2075412112.0,0.000170018,1.539860743,0.242985282,2
PI234,*C(C*)c1ccc(cc1)COCCCCCCOc1ccc(cc1)c1ccc(cc1)OC,1.071230538,8.01e-13,3360.678931,3529662211.0,9.91e-05,1.606525202,0.265685462,2
PI235,*C(C*)c1ccc(cc1)COCC(CCCC)CC,0.944495503,1.52e-12,4053.800034,2505009922.0,0.000190865,1.495726201,0.26087891,2
PI236,*C(C*)c1ccc(cc1)COCCOCCCCCCCC,0.973660818,1.94e-12,4261.25295,2066533608.0,0.000257699,1.506935168,0.266343252,2
PI237,*C(C*)c1ccc(cc1)C(C(C(C(C(C(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1.523217009,7.35e-13,2182.657717,1927784948.0,0.00020211,1.394770034,0.115569094,2
PI238,*C(CC(C*)c1ccccc1)(C(=O)OC)C#N,1.072601323,4.3e-13,3121.950807,2870086836.0,0.000109239,1.501105912,0.199800698,2
PI239,*C(C*)c1cc(c(cc1)C(=O)O)C(=O)O,1.289327097,1.03e-13,2628.501181,6533348457.0,3.41e-05,1.577369784,0.3080457,2
PI240,*C(C(*)(c1c(c(c(c(c1[2H])[2H])[2H])[2H])[2H])[2H])([2H])[2H],1.071664337,7.11e-13,3784.536188,2067982470.0,0.000188618,1.577514954,0.198937871,2
PI241,*C(C*)O,1.174363926,2.8e-13,4120.919335,5935855516.0,-2.6e-05,1.543663888,0.438737902,3
PI242,*C(C*)C=O,1.136267031,3.27e-13,3305.645558,5515093707.0,8.2e-05,1.525845637,0.267165471,3
PI243,*C(C*)OC(=O)CCCCCCCCCCC,0.921917489,1.5e-12,4156.373436,2583153362.0,0.000169233,1.453773283,0.282501246,3
PI246,*C(C*)C(=O)C,1.032572569,2.7e-13,3349.52581,3934269766.0,0.000104088,1.484053087,0.26561373,3
PI247,*C(C*)C(=O)C(C)C,0.945283927,6.53e-13,3862.427978,2571025344.0,0.000136552,1.454949363,0.225007493,3
PI248,*C(C*)(C(=O)C)C,0.974159692,5.01e-13,3734.477918,2868288689.0,3.5e-05,1.463408798,0.212146266,3
PI249,*C(C*)C#N,1.046677705,1.32e-13,2943.306276,5912139120.0,4.55e-05,1.502718298,0.227307045,3
PI250,*C(C*)(C#N)C,0.991092314,1.58e-13,3170.710495,5333238048.0,4.31e-05,1.488487346,0.201063991,3
PI251,*C(C*)c1ncccc1,1.057501881,3.86e-13,3171.368262,2767351732.0,0.000102921,1.575539656,0.184406433,3
PI252,*C(C*)n1c2ccccc2c2ccccc12,1.099857312,3.83e-13,2982.501728,2308110111.0,7.25e-05,1.669537395,0.178401902,3
PI253,*C(C*)OC,1.019931061,3.59e-13,3624.652005,3130844090.0,0.000117983,1.489369975,0.262373678,3
PI254,*C(C*)OCC,0.958386277,1.15e-12,3978.472984,2259194628.0,0.000168728,1.467050612,0.24221035,3
PI259,*C(C*)OC(=O)C,1.1098647,7.86e-13,3242.274153,2792032956.0,0.000128252,1.45227121,0.258656205,3
PI260,*C(C*)OC(=O)CC,1.060167238,6.24e-13,3402.187541,2369834163.0,0.000175231,1.452583281,0.254353251,3
PI261,*C(C*)OC(=O)c1ccccc1,1.143985301,8.64e-13,2965.266643,2736529599.0,0.00011879,1.560940796,0.186373384,3
PI263,*C(C*)CCCCCCCCCO,0.905412097,5.12e-13,4288.720157,3449573905.0,0.000101352,1.472520369,0.330609059,3
PI264,*C(C*)CCN(C(C)C)C(C)C,0.876082092,1.26e-12,4524.501816,2709482783.0,0.000152741,1.458157703,0.274221978,3
PI265,*C(C*)CCCN(C(C)C)C(C)C,0.873653205,1.47e-12,4726.282433,2647940669.0,0.000191111,1.466156069,0.27772076,3
PI266,*C(C*)CCCN(CC(C)C)CC(C)C,0.860541573,8.78e-13,4534.653741,2719797454.0,0.000149456,1.457355931,0.258228983,3
PI267,*C(C*)O[N+](=O)[O-],1.422526847,4.65e-13,2571.487856,4461466878.0,0.000121858,1.491928834,0.243039162,3
PI268,*C=CC(C(*)C(=O)OC)C,1.029013519,4.46e-13,3310.882178,2683456679.0,0.000123774,1.473496598,0.242911397,3
PI269,*C#C/C(=C(*)\COS(=O)(=O)c1ccc(cc1)C)COS(=O)(=O)c1ccc(cc1)C,1.251976494,6.33e-13,2518.177081,3692011689.0,9.11e-05,1.577163297,0.255175548,3
PI270,*C(C*)OC=O,1.251158166,2.68e-13,3062.024055,4369687829.0,0.000109789,1.483562817,0.235150652,3
PI271,*C(C*)OCc1ccccc1,1.091059368,1.07e-12,3374.821588,3073051193.0,0.000135544,1.578676075,0.205595119,3
PI272,*C(C*)OC(C)(C)C,0.899334655,8.32e-13,3987.561404,2428411908.0,0.000107192,1.446307533,0.226849329,3
PI273,*C(C(*)OCC(C)C)C,0.889659735,7.64e-13,4094.763194,2050342135.0,0.000150032,1.448925258,0.222144713,3
PI274,*C(C*)OC(C)C,0.923613225,8.99e-13,4000.035966,2391684571.0,0.000123353,1.458238285,0.241975026,3
PI275,*C(C*)(OC)C,0.955616256,7.75e-13,4069.135473,2615501362.0,9.53e-05,1.464589925,0.207223659,3
PI276,*C(C*)OCC(C)(C)C,0.874620945,1.32e-12,4053.524859,2002499220.0,0.000144164,1.440490298,0.218243316,3
PI277,*C(C*)OC(CC)C,0.905143445,8.76e-13,4077.378724,2201283229.0,0.000156024,1.448405379,0.235279019,3
PI278,*C(C*)OC(=O)C(F)(F)F,1.49183688,2.7e-13,2084.781486,2659743215.0,0.000130302,1.375547255,0.160012719,3
PI279,*/C=C/C(C*)OC,1.003981727,2.21e-12,3773.335051,2410546717.0,0.000198656,1.516968391,0.250969245,3
PI280,*C=CCC(CC*)(C(=O)OC)C,0.992758106,6.92e-13,3905.431798,2903047283.0,0.000140594,1.465295636,0.249826128,3
PI281,*C(C*)CCc1c(cccc1)C,0.978579324,6.45e-13,3709.026098,3182333832.0,0.000106592,1.558009875,0.237337805,3
PI282,*C(C*)CCc1ccc(cc1)C,0.970092286,9.26e-13,3648.246575,3115947806.0,0.000116439,1.555379138,0.23781263,3
PI283,*C(C*)OCCCCCCCCCCCC,0.87615794,1.33e-12,4546.434876,2503470824.0,0.000159406,1.458806311,0.325984117,3
PI284,*C(C(*)OCCCC)C,0.905549579,8.24e-13,4187.522148,2083611140.0,0.000173603,1.452764829,0.2476222,3
PI285,*C(C(*)OC(C)(C)C)C,0.874167946,6.5e-13,3927.631215,2242372017.0,8.81e-05,1.433741507,0.203928088,3
PI286,*C(C(*)OCC)C,0.920915603,9.15e-13,3968.150843,1985876447.0,0.000139043,1.45195436,0.227848602,3
PI287,*C(C(*)OC(C)C)C,0.882335598,7.66e-13,4005.967436,1976632500.0,0.000111544,1.440760236,0.223844824,3
PI288,*C(C(*)OC)C,0.947492501,7.9e-13,3840.199472,2332119388.0,0.000108126,1.461518095,0.217127213,3
PI289,*C(C(*)OCCC)C,0.906495665,6.69e-13,4073.630929,1784065598.0,0.000190423,1.454412252,0.232191511,3
PI291,*C(C*)Cc1c(ccc(c1)C)C,0.944052893,9.15e-13,3718.637195,2507105676.0,0.000128576,1.540076079,0.219339206,3
PI292,*C(C*)Cc1cc(c(cc1)C)C,0.95241273,7.06e-13,3586.032924,2817904927.0,0.000107986,1.548452009,0.220624848,3
PI293,*C(C*)Cc1cc(cc(c1)C)C,0.95500293,1.08e-12,3721.314587,2534902624.0,0.000157289,1.551278542,0.227538068,3
PI294,*C(C*)Cc1cc(ccc1)C,0.976778762,7.42e-13,3598.902187,2932289415.0,0.000125578,1.562552371,0.213029156,3
PI295,*C(C*)Cc1c(cccc1)C,0.972209312,6.09e-13,3502.698774,2744415284.0,9.91e-05,1.554167657,0.211243073,3
PI296,*C(C*)Cc1ccc(cc1)C,0.968403914,9.42e-13,3422.392013,2769176666.0,0.000104832,1.559701146,0.20880675,3
PI297,*C(C(*)O)C,1.029484838,4.14e-13,3657.214674,3781096616.0,4.83e-05,1.48753536,0.269690871,3
PI298,*C(C*)OC(=O)c1ccc(cc1)C(C)(C)C,1.021531892,1.22e-12,3448.923107,2240584094.0,0.000141995,1.52514614,0.245177434,3
PI299,*C(C*)C(=O)C(C)(C)C,0.91707896,7.46e-13,3747.112552,2633748368.0,9.29e-05,1.444416727,0.222675631,3
PI300,*C(C*)C(=O)C1CCCCC1,0.971181484,7.83e-13,3807.499102,2583173288.0,0.000140294,1.461013842,0.219884069,3
PI302,*C(C*)C(=O)c1c(cccc1)O,1.187225592,7.38e-13,3102.690399,3134442664.0,0.000131533,1.597999725,0.225341707,3
PI303,*C=CC(C*)OC,1.002721432,2.23e-12,3869.925553,2593097373.0,0.000191843,1.516161835,0.240715701,3
PI304,*C(=CCC*)c1ccccc1,1.017027333,1.29e-12,3504.879041,2701219559.0,0.000151754,1.639380629,0.209330511,3
PI305,*C(O)C(*)O,1.396107757,2.26e-13,3141.489556,7028861986.0,3.83e-05,1.537706111,0.503119958,3
PI306,*C(C*)OCC(CCCC)CC,0.883883354,1.16e-12,4228.581705,2286188898.0,0.000168173,1.452934882,0.250639578,3
PI307,*C(C*)SCCCC,0.975699357,1.4e-12,3700.180513,2154651038.0,0.000217315,1.517167972,0.231505378,3
PI308,*C(C*)OC1CCCCC1,0.948633594,4.85e-13,3802.288162,2874643249.0,8.25e-05,1.461648001,0.209300741,3
PI309,*C(C*)SCC,1.030279109,5.06e-13,3196.103539,2501097814.0,0.00013208,1.530222633,0.212352519,3
PI311,*C(C(*)(F)F)(OC(C(F)(F)F)(F)F)F,1.710360798,9.68e-13,1607.217703,1428882034.0,8.23e-05,1.281555613,0.104992442,3
PI312,*C(C(*)(F)F)(OC(F)(F)F)OC(F)(F)F,1.687186152,7.68e-13,1642.492501,1552498150.0,9.15e-05,1.274131972,0.096025647,3
PI314,*C(C(*)F)(OC(F)(F)F)F,1.750235753,4.83e-13,1712.321112,2502408358.0,9.76e-05,1.325991764,0.115882336,3
PI315,*C(C(*)(F)F)(OC(F)(F)F)F,1.816452345,6.98e-13,1634.723255,2095113058.0,0.000102021,1.305123092,0.11540703,3
PI316,*C(C*)OCC(CC)(C)C,0.882730644,1.35e-12,4029.689907,2305150212.0,0.000141543,1.44225554,0.235379261,3
PI317,*C(C*)SC,1.078850613,5.37e-13,2851.243385,3001179776.0,0.000110466,1.551952359,0.202535215,3
PI319,*C(C*)OCCC,0.936310658,9.75e-13,3976.393943,2303284968.0,0.000167561,1.462128813,0.240692237,3
PI320,*C(C*)(C(=O)C)F,1.193983784,3.49e-13,2918.06347,3794318000.0,7.79e-05,1.441695012,0.210118729,3
PI321,*C(C*)C(=O)c1ccccc1,1.110644943,8.89e-13,3035.740597,3098742659.0,8.58e-05,1.58901336,0.183250902,3
PI322,*C(C*)C(=O)c1cc(c(cc1)Br)OC,1.468622958,5.68e-13,2112.071466,2688111858.0,9.6e-05,1.586614225,0.149327416,3
PI323,*C(C*)C(=O)c1ccc(cc1)C(C)(C)C,0.988687181,6.55e-13,3518.429065,2703135559.0,0.000111885,1.536988888,0.231159229,3
PI324,*C(C*)C(=O)c1ccc(cc1)Cl,1.226369324,7.63e-13,2563.195776,2566986356.0,0.000116691,1.592356446,0.143955688,3
PI325,*C(C*)C(=O)c1ccc(cc1)CC,1.047672656,1.06e-12,3398.04827,2532135613.0,0.000160668,1.572064367,0.231546443,3
PI326,*C(C*)C(=O)c1ccc(cc1)C(C)C,1.019792447,8.62e-13,3407.82578,2411094152.0,0.000147761,1.556905484,0.236631114,3
PI327,*C(C*)C(=O)c1ccc(cc1)OC,1.136336939,9.53e-13,3063.570547,3063925087.0,7.95e-05,1.586777627,0.228482209,3
PI328,*C(C*)C(=O)c1cc(c(cc1)C)C,1.036462114,7.26e-13,3225.595069,3035112746.0,0.000102732,1.563578753,0.223876284,3
PI329,*C(C*)C(=O)c1ccc(cc1)CCC,1.024315343,1.21e-12,3558.117692,2345436277.0,0.000164736,1.55602488,0.233892305,3
PI330,*C(C*)C(=O)c1ccc(cc1)C,1.063196689,7.6e-13,3171.17198,2882950487.0,9.26e-05,1.576916006,0.217537979,3
PI331,*C(C*)OC(=O)c1c(cccc1)OC(=O)C,1.204681933,6.01e-13,2890.884336,3181618786.0,0.000125217,1.527581795,0.217738726,3
PI332,*C(C*)OC(=O)c1ccc(cc1)OC(=O)C,1.202322505,5.88e-13,2765.931384,2782073800.0,0.000132118,1.547114271,0.24818347,3
PI333,*C(C*)OC(=O)CCCC(=O)c1ccccc1,1.150898047,7.19e-13,3246.975229,3942492622.0,0.00014223,1.527254535,0.238763693,3
PI334,*C(C*)OC(=O)c1cc(ccc1)Br,1.54660293,1.87e-13,1935.187835,3374836956.0,8.94e-05,1.586969255,0.137957273,3
PI335,*C(C*)OC(=O)c1ccc(cc1)Br,1.536350906,3.13e-13,1928.749479,2788314247.0,0.000124672,1.590541982,0.139742427,3
PI336,*C(C*)OC(=O)c1ccc(cc1)OC(=O)CCC,1.143061228,8.53e-13,3243.580272,2404498692.0,0.000206842,1.536186579,0.25604142,3
PI337,*C(C*)OC(=O)c1c(cccc1)Cl,1.293059527,3.67e-13,2402.69786,3365498623.0,0.000100291,1.579713479,0.171958387,3
PI338,*C(C*)OC(=O)c1cc(ccc1)Cl,1.263058501,5.01e-13,2458.273943,2849035844.0,0.000111546,1.566104286,0.153320971,3
PI339,*C(C*)OC(=O)c1ccc(cc1)Cl,1.266340181,3.54e-13,2361.781001,2910650737.0,9.99e-05,1.576989787,0.15531743,3
PI340,*C(C*)OC(=O)C1CCCCC1,1.019054854,8.25e-13,3511.212145,2634238079.0,0.000118198,1.452384869,0.215272882,3
PI341,*C(C*)OC(=O)CC1CCCCC1,1.017496565,7.59e-13,3653.393173,2624693320.0,0.000131636,1.4675202,0.222720187,3
PI342,*C(C*)OC(=O)CCCC1CCCCC1,0.995240688,6.1e-13,3576.563019,3579861629.0,9.5e-05,1.472610695,0.244722191,3
PI343,*C(C*)OC(=O)c1ccc(cc1)OCC,1.124221099,6.24e-13,3019.580116,2663584164.0,0.000124936,1.55427898,0.229699129,3
PI344,*C(C*)OC(=O)c1ccc(cc1)CC,1.071863376,8.99e-13,3253.870332,2258854439.0,0.000138827,1.546525195,0.231673795,3
PI346,*C(C*)OC(=O)C(C(C(F)(F)F)(F)F)(F)F,1.641934973,7.74e-13,1891.959905,2192966566.0,0.000156713,1.344317686,0.124821014,3
PI347,*C(C*)OC(=O)C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)F,1.672175033,4.27e-13,1809.912725,2315560809.0,9.18e-05,1.334067857,0.099404761,3
PI348,*C(C*)NC(=O)OC(C)(C)C,1.015667029,6.92e-13,3465.646022,2082257430.0,0.000107204,1.447602912,0.240864603,3
PI349,*C(C*)OC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1.802612793,7.73e-13,1741.934076,2822663229.0,0.000114352,1.322149613,0.117620774,3
PI351,*C(C*)OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,1.765573426,6.58e-13,1769.425138,2449259293.0,0.000128438,1.324483507,0.118403797,3
PI352,*C(C*)OC(=O)C(C(F)(F)F)(F)F,1.581055156,5.26e-13,2001.049682,2340978991.0,0.000146316,1.356419556,0.134381971,3
PI354,*C(C*)OC(=O)c1ccncc1,1.195060965,5.72e-13,2804.147257,3335203934.0,9.1e-05,1.549251434,0.194295907,3
PI355,*C(C*)OC(=O)c1ccc(cc1)C(C)C,1.047680586,1.04e-12,3274.440496,2177906226.0,0.000142663,1.537552584,0.241150434,3
PI356,*C(C*)OC(=O)C(C(C)C)(C(C)C)C,0.922754666,5.6e-13,3785.889848,2296373266.0,0.000105555,1.425154009,0.212645982,3
PI357,*C(C*)OC(=O)c1c(cccc1)OC,1.184683625,7.51e-13,3083.097251,3178415039.0,0.000142557,1.565226572,0.216310624,3
PI358,*C(C*)OC(=O)c1cc(ccc1)OC,1.172022242,4.33e-13,2993.890605,3015440701.0,0.000103861,1.556109253,0.21828481,3
PI359,*C(C*)OC(=O)c1ccc(cc1)OC,1.170671465,5.93e-13,3022.147804,2821725416.0,0.000128357,1.566838401,0.222833617,3
PI360,*C(C*)OC(=O)c1c(cccc1)C,1.128727674,5.24e-13,2996.522881,3402628031.0,0.000102216,1.564747887,0.223566569,3
PI361,*C(C*)OC(=O)c1cc(ccc1)C,1.110950878,3.59e-13,2964.298875,3255741143.0,9.75e-05,1.55614882,0.210139794,3
PI362,*C(C*)OC(=O)c1ccc(cc1)C,1.099096797,1.02e-12,3019.208553,2364609877.0,0.000116116,1.554930504,0.205615125,3
PI363,*C(C*)OC(=O)CC(c1ccccc1)(C)C,1.066509964,8.28e-13,3289.47458,3212880326.0,0.000105801,1.510277695,0.205542847,3
PI364,*C(C*)OC(=O)C(CCC)(C)C,0.945730555,1.09e-12,3800.46194,2375116983.0,0.000159883,1.431950585,0.219638957,3
PI365,*C(C*)OC(=O)C(C(CC)(C)C)(C)C,0.923293691,9.42e-13,3800.867587,2500599630.0,0.000104901,1.424955609,0.20834975,3
PI366,*C(C*)OC(=O)C(C(C(C)C)C)(C)C,0.928292734,1.44e-12,4007.153683,2229625258.0,0.000117122,1.427972082,0.21225308,3
PI367,*C(C*)OC(=O)C(CC(C)(C)C)(C)C,0.930642496,8.64e-13,3751.307109,2719098223.0,0.000101859,1.43243054,0.214976534,3
PI368,*C(C*)OC(=O)c1cnccc1,1.216930022,4.82e-13,2869.67728,3339923300.0,0.000117308,1.563919125,0.195169036,3
PI369,*C(C*)OC(=O)c1cc(ccc1)[N+](=O)[O-],1.282622037,4.5e-13,2552.024461,3779421400.0,8.91e-05,1.554807826,0.196771713,3
PI370,*C(C*)OC(=O)CCCCCCC,0.953535589,1.44e-12,4043.175414,2375828080.0,0.0001902,1.452165878,0.270802383,3
PI372,*C(C*)OC(=O)CCl,1.372301072,5.25e-13,2497.069403,2990312423.0,0.000173251,1.495396132,0.218868603,3
PI373,*C(C*)C1=CC=CS1,1.168228212,4.04e-13,2598.546024,2802018858.0,0.0001,1.609466598,0.196546556,3
PI374,*C(C*)OCCCl,1.248858545,7.52e-13,2907.644053,3180260915.0,0.000159805,1.510835473,0.187521218,3
PI375,*C(C*)OCCOC,1.063567732,1.11e-12,3689.579745,2812656541.0,0.000165013,1.470352966,0.251788875,3
PI376,*C(C*)OCC(F)(F)F,1.388732116,4.63e-13,2534.620624,2395830512.0,0.000163321,1.383939648,0.150868966,3
PI377,*C(C*)(CC(=O)OCCCCCCC)C(=O)OCCCCCCC,0.966492654,1.02e-12,3921.895382,2389731618.0,0.000168726,1.446845708,0.268835353,3
PI378,*C(C*)OC(=O)C1CCCC1,1.053718158,7.19e-13,3431.808366,2643711680.0,0.000131595,1.464022495,0.23014149,3
PI379,*C(C*)OC(=O)C1(CCCCC1)C,0.984240621,7.57e-13,3583.516895,2679601379.0,0.000129058,1.442695314,0.199836391,3
PI380,*C(C*)P(=O)(c1ccccc1)c1ccccc1,1.098076282,5.28e-13,2880.701009,1937242209.0,0.000112458,1.581205257,0.152952702,3
PI381,*C(C*)P(=O)(OCC)N(C)C,1.112277991,4.76e-13,3289.351236,2686374423.0,0.00010791,1.468445108,0.207524248,3
PI382,*C(C*)P(=O)(N(C)C)Oc1ccccc1,1.160587206,6.6e-13,2929.793168,2392993688.0,0.000127099,1.530544006,0.193867563,3
PI383,*C(C*)c1nc(nc(n1)C)C,1.064103146,8.31e-13,3171.544445,2783626578.0,0.000121639,1.518700103,0.263398106,3
PI384,*C(C*)OC(=O)CCCCCCCCC,0.93553504,1.71e-12,4160.076373,2276551846.0,0.00020778,1.45801234,0.286467814,3
PI385,*C(C*)OC(=O)CCCCC,0.977136755,1.77e-12,3876.503966,2052516830.0,0.000221266,1.437913689,0.259631398,3
PI386,*C1c2c(CC1*)cccc2,0.984516179,3.55e-13,3179.999419,2112730640.0,5.82e-05,1.549606317,0.161666133,3
PI387,*C1C(=O)OC(=O)C1C(C*)OC,1.250206826,2.53e-13,2736.102067,3956187277.0,5.78e-05,1.463602547,0.21637842,3
PI388,*C(C(C(C*)OC)C(=O)O)C(=O)O,1.266513017,8.27e-14,2838.188309,5921160021.0,5.18e-05,1.459466369,0.302701509,3
PI389,*C(=CCCC*)c1ccc(cc1)OC,1.035052361,8.73e-13,3543.681682,2976150997.0,0.000136873,1.616505111,0.225130935,3
PI390,*C(=CCCC*)c1ccccc1,1.00581957,7.01e-13,3511.155855,3277067755.0,0.000113886,1.628304381,0.210673224,3
PI391,*C(=CCCC*)c1ccc(cc1)Cl,1.123124794,6.76e-13,2892.040876,3030631113.0,0.000123419,1.63494411,0.170800563,3
PI392,*C(C*)CNc1ccc(cc1)[N+](=O)[O-],1.230823085,3.8e-13,2957.14483,4902329948.0,7.31e-05,1.646534208,0.252535899,3
PI393,*C(C*)CNc1ncc(cc1)[N+](=O)[O-],1.274317315,4.02e-13,2981.56676,4265340753.0,0.00011205,1.637324057,0.238277713,3
PI394,*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])C,1.182212775,4.36e-13,3104.979622,4109965495.0,9.54e-05,1.618677176,0.245603324,3
PI395,*C(C*)CNc1cc(c(cc1)[N+](=O)[O-])C(F)(F)F,1.382048926,3.47e-13,2499.902517,4344893393.0,6.98e-05,1.556965832,0.206534587,3
PI396,*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])[N+](=O)[O-],1.348505594,4.2e-13,2741.478177,5322015187.0,0.000111551,1.64090101,0.236441097,3
PI397,*C1C(C(C(C1)C*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,1.050442559,5.93e-13,3422.157213,3256926659.0,0.000134175,1.553571606,0.263259921,3
PI398,*C1C(CC(C1)C*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,1.041611942,6.44e-13,3350.337906,3711675480.0,9.23e-05,1.563100765,0.268797476,3
PI399,*C1C(CC(C1)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)CC*,1.03779286,5.84e-13,3502.033475,3633355257.0,0.000113692,1.548454995,0.2621942,3
PI400,*C(C*)N1CNCC1,1.079195126,3.19e-13,3842.975394,3933109464.0,7.39e-05,1.528963232,0.239553034,3
PI402,*C(C*)OCCCCCCCCCCCCCCCCCC,0.863937237,1.66e-12,4484.450463,2486537231.0,0.000179449,1.453482019,0.364697261,3
PI403,*C(C*)OC(=O)c1ccc(cc1)C#N,1.163856974,2.84e-13,2655.328497,3269379313.0,9.33e-05,1.574514073,0.188964216,3
PI404,*C(C*)OCC(CC(C)C)(C)C,0.892796096,9.81e-13,4288.256617,2683206986.0,0.000156509,1.454853719,0.254371124,3
PI405,*C(C(*)(F)F)(OC(C(F)F)F)F,1.696241974,5.1e-13,1910.738346,2241585534.0,0.000151431,1.331564253,0.143872872,3
PI406,*C(C*)C(=O)c1ccc(cc1)Br,1.516763156,6.6e-13,1900.444769,2744868976.0,8.69e-05,1.608300148,0.12605159,3
PI407,*C(C*)OC(=O)CC1CCCC1,1.046233355,1.17e-12,3708.270525,2774396547.0,0.000173944,1.470574371,0.236625928,3
PI408,*C(C*)N1C(=O)CCC1,1.094286524,6.06e-13,3321.181472,3120947957.0,0.000119025,1.498660722,0.236040386,3
PI409,*C1C(C2C(C1)C(C(C2)CC*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,1.041845873,7.19e-13,3542.099094,3699243773.0,0.000100122,1.54170484,0.248651693,3
PI410,*C(C*)C(=O)O,1.303707229,1.05e-13,2772.366034,7766097863.0,4.48e-05,1.509336296,0.351557632,4
